alloy_grade,billet_temperature_C,container_temperature_C,die_temperature_C,ram_speed_mm_per_sec,billet_diameter_mm,extrusion_ratio,mean_strain_rate_per_sec,zener_hollomon_parameter,flow_stress_MPa,exit_temperature_C,ram_pressure_MPa,exit_speed_mm_per_sec,surface_quality_score,run_is_valid
AA7075,433.88,453.17,386.84,4.06,128.71,28.32,0.199088,59843536114.033,26.107,462.27,99.09,113.641,0.0,True
AA6063,477.08,429.14,405.42,2.831,121.84,44.64,0.172548,5938642180.485,22.325,496.34,100.79,129.363,0.0,True
AA6063,420.85,427.05,399.38,4.145,147.03,25.96,0.175628,31529690964.965,27.896,450.9,106.58,107.786,0.0,True
AA7075,439.4,415.44,437.37,1.077,121.26,34.53,0.05932,17833808344.902,21.908,457.47,90.34,36.72,0.73,True
AA7075,420.95,408.11,382.86,1.622,143.78,24.19,0.065176,36787513474.685,24.381,437.79,89.22,37.26,1.06,True
AA6061,485.28,446.73,453.85,4.812,94.02,34.67,0.346446,12626566766.008,22.575,503.08,93.25,166.761,0.0,True
AA6061,483.56,408.05,449.55,7.452,140.19,11.4,0.245572,10969744811.137,22.129,485.74,65.2,84.44,0.0,True
AA6061,471.26,454.91,385.91,6.772,100.47,27.76,0.427923,21102709309.412,24.239,493.42,93.67,188.002,0.0,True
AA6061,421.73,413.25,455.28,1.771,116.15,41.46,0.109212,31501602631.388,25.574,453.45,108.29,73.932,0.0,True
AA6063,448.43,408.63,446.37,6.414,101.55,46.55,0.471323,40319671101.336,28.764,477.0,127.72,303.751,0.0,True
AA7075,483.95,406.86,419.41,6.508,141.91,23.79,0.279874,22160668276.137,22.637,490.23,86.19,156.104,0.0,True
AA7075,452.31,439.8,450.61,4.694,135.26,21.87,0.205755,35425967530.961,24.249,473.21,90.35,103.304,0.0,True
AA6061,462.56,430.71,398.04,1.31,107.37,19.37,0.074018,5619621345.54,20.075,476.25,70.29,27.195,0.13,True
AA7075,480.42,396.59,406.96,4.826,120.28,10.89,0.182981,18279618753.561,21.99,479.31,61.65,52.543,0.01,True
AA6063,436.45,410.58,453.68,2.478,115.55,26.77,0.132048,16013762476.762,25.564,455.93,99.57,65.059,0.0,True
AA6063,478.12,435.11,441.26,4.411,141.19,18.14,0.166811,5253672635.61,21.94,488.35,76.34,77.182,0.0,True
AA7075,458.15,383.81,410.42,6.635,143.12,18.14,0.256192,53720081239.882,25.72,467.74,86.62,120.166,0.0,True
AA7075,440.07,456.21,381.97,4.055,84.9,39.17,0.340332,87425038337.463,27.483,468.66,117.18,161.562,0.0,True
AA7075,448.68,448.33,448.59,3.75,124.24,13.81,0.145823,27297395383.862,23.347,466.89,70.26,49.909,0.04,True
AA6063,420.07,396.23,437.7,3.633,126.37,23.88,0.177728,37861274291.282,28.541,448.54,105.46,88.502,0.0,True
AA6061,465.67,429.58,391.76,4.283,130.15,20.84,0.192399,12593272847.203,22.566,481.82,80.02,89.966,0.0,True
AA7075,434.38,387.01,434.6,3.724,137.53,36.38,0.18365,77824840563.933,27.058,454.79,114.48,133.865,0.0,True
AA6063,462.14,447.38,417.79,2.99,125.83,42.95,0.168313,7935038498.903,23.248,485.17,101.34,126.67,0.0,True
AA6063,439.53,383.86,451.01,2.689,119.01,11.56,0.106193,13195356260.785,24.915,447.89,72.62,31.253,0.01,True
AA6061,479.0,456.2,445.06,7.264,145.35,42.05,0.359704,15402680927.825,23.212,498.84,103.02,307.904,0.0,True
AA6061,445.41,433.44,400.57,1.152,133.5,34.95,0.055959,6807554439.921,20.653,465.03,87.35,38.468,0.01,True
AA6063,426.6,431.26,437.15,5.663,89.69,33.15,0.427404,65353166830.358,30.498,463.44,126.85,190.066,0.0,True
AA6063,499.58,457.84,433.15,6.689,130.06,33.73,0.342586,5498383163.759,22.083,516.37,90.58,223.636,0.0,True
AA6063,471.28,384.95,430.2,7.8,84.89,32.19,0.610779,31068703135.785,27.845,487.18,112.21,251.698,0.0,True
AA6063,487.4,394.04,381.58,6.482,122.68,37.99,0.365435,11185433929.168,24.367,494.0,103.11,245.148,0.0,True
AA6063,468.39,447.46,431.61,1.587,131.84,13.8,0.058924,2440169975.235,19.622,478.11,58.83,21.383,1.8,True
AA7075,437.19,449.11,452.08,2.371,131.62,21.46,0.105739,29608204428.725,23.627,456.79,84.11,51.003,0.04,True
AA7075,454.44,413.04,433.45,7.18,101.42,32.08,0.473026,93140607093.868,27.716,474.11,111.22,232.328,0.0,True
AA7075,497.57,393.87,387.74,0.996,90.89,18.29,0.064794,3876696810.866,17.147,494.35,60.65,19.406,1.79,True
AA6061,430.13,426.43,418.55,1.989,123.68,20.95,0.094348,18280240470.903,23.768,449.2,81.19,42.07,0.0,True
AA6063,447.94,422.74,459.36,5.632,93.95,11.8,0.28344,22880265294.763,26.782,466.9,77.07,66.654,0.0,True
AA6061,486.57,409.26,449.05,3.785,102.98,28.16,0.238193,9659151997.576,21.73,494.88,88.87,108.348,0.0,True
AA7075,452.01,457.85,454.56,6.25,99.56,15.27,0.323716,53918220920.497,25.733,472.08,81.98,94.516,0.0,True
AA6063,465.82,425.44,410.21,6.581,97.7,47.56,0.490689,23094088489.78,26.814,496.9,124.31,309.089,0.0,True
AA7075,440.92,378.87,448.94,6.535,123.91,40.01,0.372331,134489626910.513,29.077,463.53,125.28,261.996,0.0,True
AA6063,496.32,429.79,455.33,6.531,121.3,10.26,0.238285,4887542747.289,21.715,501.14,59.64,66.68,0.0,True
AA6063,481.7,409.7,446.97,2.206,82.13,18.18,0.148027,4815972410.004,21.67,488.76,79.54,39.9,0.12,True
AA7075,469.33,402.97,447.81,7.396,149.75,41.84,0.357095,46637354462.32,25.216,485.2,110.11,313.747,0.0,True
AA7075,433.15,411.14,444.8,3.837,132.55,15.02,0.146179,55998099446.854,25.869,447.71,83.23,56.243,0.02,True
AA6061,444.45,438.72,415.7,1.698,99.8,26.74,0.101434,11699020824.398,22.333,463.82,86.68,43.133,0.0,True
AA6061,471.51,427.49,418.45,3.482,143.91,23.59,0.144848,8747194592.076,21.422,484.91,78.8,81.457,0.0,True
AA7075,429.99,404.84,447.47,1.591,149.42,31.64,0.071659,30682805123.964,23.75,447.14,97.33,51.35,0.05,True
AA7075,498.27,416.55,420.99,2.735,112.97,36.48,0.165795,9231687878.215,19.773,503.1,84.16,99.457,0.0,True
AA6063,421.69,395.89,432.26,3.848,108.17,45.38,0.261254,56640458597.415,29.98,452.91,131.99,176.014,0.0,True
AA6063,489.83,447.17,392.06,4.469,88.18,37.29,0.344886,7771705367.604,23.181,506.03,97.82,164.086,0.0,True
AA7075,422.61,424.46,389.28,7.075,116.62,37.99,0.423586,223507713087.327,30.994,452.73,131.35,270.135,0.0,True
AA6061,436.22,385.46,427.85,6.11,82.27,36.35,0.514827,103081614231.399,29.694,464.02,124.45,224.347,0.0,True
AA6061,452.38,443.61,382.57,6.484,96.8,15.77,0.352319,31005333884.384,25.521,473.27,81.36,102.116,0.0,True
AA6061,484.81,445.02,418.12,3.413,105.38,42.23,0.234433,8211911720.644,21.227,505.16,92.71,145.931,0.0,True
AA6061,434.08,391.39,427.95,6.262,134.71,21.03,0.273504,57488771113.929,27.636,453.37,99.19,133.189,0.0,True
AA6061,431.93,432.31,458.3,4.943,130.03,12.74,0.184451,32541362045.793,25.684,450.32,77.09,62.866,0.0,True
AA7075,440.11,434.15,457.55,1.425,102.38,27.53,0.0821,23683513648.043,22.862,455.63,87.6,36.542,0.74,True
AA6061,434.7,393.56,446.2,1.215,109.34,16.73,0.063643,13304950547.331,22.742,447.09,74.73,21.636,0.01,True
AA7075,449.88,406.68,403.8,1.633,102.04,11.72,0.07554,17668769656.698,21.877,456.08,62.72,19.22,25.49,True
AA6061,439.87,447.45,420.23,4.564,101.59,32.92,0.302072,39344667374.822,26.329,472.25,105.78,151.396,0.0,True
AA6061,452.91,389.23,409.62,5.304,111.81,41.21,0.338904,37824073030.904,26.194,475.47,109.73,219.859,0.0,True
AA7075,453.18,392.06,394.72,4.01,133.01,45.92,0.215786,49237219783.612,25.409,469.7,112.63,180.323,0.0,True
AA7075,486.02,454.47,403.68,2.904,99.59,21.11,0.166771,10367145582.304,20.141,497.24,70.36,60.194,0.0,True
AA6063,465.34,379.4,383.79,4.732,119.63,40.06,0.279716,16877715136.669,25.742,480.06,109.38,190.179,0.0,True
AA6063,426.08,385.97,396.3,1.372,123.85,21.49,0.064048,11938628405.622,24.582,445.03,89.68,29.1,0.01,True
AA7075,451.39,422.23,392.1,4.937,136.38,40.41,0.259208,53237362866.653,25.688,476.26,109.7,202.193,0.0,True
AA6063,484.89,425.55,406.27,6.602,97.26,49.04,0.506041,13487621242.919,24.988,507.19,112.37,324.651,0.0,True
AA7075,482.41,391.36,423.59,1.716,83.17,36.26,0.143394,13490262479.886,20.989,485.86,88.09,63.053,0.0,True
AA6061,482.19,434.52,424.39,7.023,100.26,28.71,0.451661,17986436006.92,23.715,501.13,93.43,202.751,0.0,True
AA6061,420.21,414.53,401.45,1.742,86.97,34.13,0.14762,40884080529.458,26.46,451.17,107.52,64.987,0.0,True
AA6063,482.13,400.69,450.43,1.661,88.82,49.17,0.144058,5005322785.642,21.789,497.23,101.38,84.561,0.0,True
AA6061,466.65,413.01,401.27,6.416,95.84,37.69,0.461457,33083766943.231,25.74,488.85,109.65,240.491,0.0,True
AA7075,429.15,459.45,395.11,5.178,108.8,15.06,0.245584,82993942395.619,27.293,455.85,86.68,77.671,0.0,True
AA7075,464.04,394.91,403.69,5.79,147.57,12.02,0.181699,29902125798.916,23.661,463.38,70.7,67.855,0.0,True
AA6061,452.64,391.61,438.36,3.112,116.78,37.91,0.181534,21890998250.347,24.36,470.03,103.85,115.767,0.0,True
AA6063,440.85,398.6,433.61,5.533,121.54,10.65,0.20206,22490335193.054,26.722,450.93,73.76,57.892,0.0,True
AA6063,486.14,453.75,430.69,1.686,108.14,39.16,0.11167,2597061200.991,19.805,501.79,84.41,67.509,0.0,True
AA6063,495.05,426.76,420.83,1.585,118.42,25.2,0.083026,1684362991.717,18.558,499.9,69.64,40.203,0.26,True
AA7075,484.42,457.75,410.39,1.601,84.61,45.65,0.139175,8562929706.181,19.537,502.62,87.12,73.663,0.0,True
AA6063,476.35,408.55,439.2,5.658,88.37,32.91,0.427838,16659537901.377,25.698,494.6,106.05,186.454,0.0,True
AA7075,471.92,447.35,394.85,1.883,147.44,14.32,0.06478,6818694460.172,18.831,478.86,62.24,26.908,1.64,True
AA6061,425.54,404.74,453.5,4.669,99.03,25.97,0.292865,80917722738.189,28.835,452.3,111.0,121.069,0.0,True
AA7075,495.95,422.56,437.4,7.523,148.26,43.33,0.362595,20728257305.356,22.411,507.29,95.49,323.607,0.0,True
AA6063,428.39,426.79,455.48,3.611,84.34,23.57,0.260816,35948798319.486,28.358,454.95,104.54,85.918,0.0,True
AA6063,453.59,411.11,432.7,4.034,125.38,12.46,0.157313,11562193788.988,24.476,466.56,75.22,51.005,0.0,True
AA6061,488.46,404.48,392.88,5.709,82.67,34.8,0.469847,18282476608.179,23.768,499.49,97.07,199.374,0.0,True
AA7075,473.95,428.36,392.36,2.323,141.51,32.33,0.103426,10490439602.107,20.178,483.5,79.04,71.284,0.0,True
AA6063,486.47,386.32,418.58,5.284,138.01,41.34,0.278681,9008172196.341,23.658,498.55,103.04,223.67,0.0,True
AA6063,489.67,392.8,442.58,5.329,103.93,44.95,0.372439,10127090785.043,24.04,503.35,104.81,239.409,0.0,True
AA6061,438.45,414.85,385.14,6.754,137.84,33.52,0.328145,55440254256.103,27.51,466.7,113.8,226.039,0.0,True
AA6063,420.76,399.77,449.74,2.174,109.06,10.57,0.088893,18598384270.829,26.072,433.93,73.67,22.758,0.01,True
AA7075,437.66,432.07,386.28,4.065,91.44,17.38,0.24409,71727283475.149,26.761,451.29,92.65,71.127,0.0,True
AA7075,435.02,417.63,377.94,1.248,118.73,30.82,0.065106,22657485205.012,22.712,454.99,88.44,36.386,0.9,True
AA6063,426.49,393.72,389.82,1.812,116.3,19.83,0.091396,16876440413.371,25.742,442.67,90.24,36.95,0.0,True
AA7075,472.62,430.83,414.39,4.461,109.08,10.96,0.185603,18795126702.854,22.083,476.61,59.76,48.526,0.02,True
AA6063,434.68,383.41,431.41,2.405,121.14,14.49,0.103467,15959131298.73,25.553,447.75,80.81,35.577,0.0,True
AA7075,438.66,451.02,445.9,2.653,107.95,26.39,0.148959,38545423109.359,24.544,464.27,94.41,67.883,0.0,True
AA7075,426.47,396.03,455.91,7.236,125.66,28.39,0.367718,203395565064.989,30.635,452.05,120.84,205.257,0.0,True
AA6063,430.06,391.53,455.74,7.261,143.49,49.66,0.372015,59953442546.482,30.186,459.33,136.05,355.436,0.0,True
AA7075,447.8,397.83,432.52,2.386,102.05,18.98,0.131756,34272051740.16,24.134,460.83,82.01,45.404,0.12,True
AA6063,485.51,437.33,426.96,4.423,89.32,20.45,0.285056,7674275035.18,23.14,496.15,81.46,90.347,0.0,True
AA6063,438.52,388.68,405.13,1.705,89.0,32.95,0.129956,16422183964.413,25.649,456.32,106.07,57.1,0.0,True
AA6063,489.25,426.36,449.98,5.193,136.71,27.19,0.238938,5929290079.544,22.32,498.38,85.28,140.791,0.0,True
AA7075,451.34,414.07,428.27,5.175,84.72,43.26,0.435484,95460541684.602,27.806,473.82,122.41,221.827,0.0,True
AA6063,484.84,382.11,433.85,5.72,135.91,47.31,0.307959,10598347645.703,24.189,498.19,109.23,268.823,0.0,True
AA6061,478.48,395.31,391.33,5.457,102.38,12.28,0.255922,13874674250.927,22.876,481.34,66.53,67.19,0.0,True
AA6061,453.55,397.51,457.14,5.505,145.42,22.14,0.224505,26057487303.21,24.938,469.51,91.77,122.17,0.0,True
AA7075,469.32,439.75,409.37,2.019,94.46,22.53,0.127883,13680990330.43,21.035,482.11,77.51,45.751,0.03,True
AA7075,480.95,391.92,432.26,5.616,81.79,41.52,0.477762,47625852328.356,25.291,494.13,110.21,227.979,0.0,True
AA7075,488.59,439.09,391.9,5.943,146.15,37.3,0.275821,17351644669.833,21.817,500.32,91.17,217.553,0.0,True
AA7075,435.12,379.71,414.87,1.599,127.79,19.42,0.070487,31752272457.495,23.868,446.58,85.18,30.881,3.56,True
AA7075,433.85,383.96,436.05,4.339,139.44,25.34,0.191622,86254419882.718,27.434,450.22,106.47,109.662,0.0,True
AA7075,460.03,443.16,457.72,7.506,145.37,26.09,0.322545,48416433314.457,25.349,474.28,98.08,196.383,0.0,True
AA6061,423.64,457.22,433.81,5.487,98.94,19.95,0.313152,64253669641.869,28.024,455.33,98.32,108.131,0.0,True
AA6061,440.23,421.22,393.58,2.14,112.38,11.33,0.089613,13237550608.761,22.725,447.19,62.74,24.613,0.02,True
AA6063,466.63,415.04,412.12,6.481,93.7,42.81,0.497378,23763551253.163,26.912,490.73,120.57,278.071,0.0,True
AA6061,478.91,407.57,448.35,2.961,80.12,25.06,0.21633,10990911281.892,22.135,490.08,82.6,70.59,0.0,True
AA6063,427.45,385.59,439.35,7.428,110.14,14.77,0.350225,60680640791.18,30.229,446.37,95.98,110.767,0.0,True
AA6061,430.3,398.28,440.98,2.95,123.73,13.25,0.11652,28399537566.327,25.226,443.43,77.17,38.7,0.0,True
AA6061,419.98,443.07,417.08,7.923,113.83,49.48,0.518582,127000324352.953,30.442,460.83,140.62,391.942,0.0,True
AA7075,446.19,455.21,389.46,1.064,143.29,12.75,0.038264,7740984150.185,19.222,456.21,54.45,14.376,53.39,True
AA7075,491.37,418.38,405.49,1.723,146.74,12.41,0.057284,3602678318.285,16.935,488.09,50.53,21.686,1.64,True
AA7075,430.49,385.23,453.01,2.319,137.49,31.79,0.111999,56282464371.068,25.887,447.56,104.2,74.088,0.0,True
AA6063,487.97,420.21,383.29,6.558,148.66,34.24,0.30055,8106604305.495,23.317,498.81,97.22,226.679,0.0,True
AA6063,460.05,442.97,438.65,5.514,90.9,31.88,0.401411,20294919396.428,26.37,485.12,107.35,175.947,0.0,True
AA7075,478.35,448.4,386.93,5.823,115.26,43.17,0.37069,32192199686.012,23.916,496.58,107.12,256.479,0.0,True
AA6063,431.48,454.52,454.45,7.141,123.78,42.33,0.416806,46261822891.728,29.254,468.19,127.39,305.301,0.0,True
AA6061,475.83,424.26,400.1,4.107,147.74,36.31,0.184904,9721647459.176,21.75,491.63,92.77,144.588,0.0,True
AA6061,456.98,417.65,411.37,4.633,108.92,17.97,0.234088,21038492960.904,24.229,469.93,84.07,83.058,0.0,True
AA6063,450.94,386.23,391.4,3.049,86.28,46.43,0.262153,23430824093.376,26.864,474.08,122.88,143.285,0.0,True
AA7075,442.8,386.32,452.81,6.105,101.1,33.97,0.4064,134810086502.76,29.086,461.29,120.03,207.318,0.0,True
AA6063,440.86,417.1,397.58,6.062,144.34,26.95,0.27054,28078121831.941,27.491,466.19,105.56,167.293,0.0,True
AA6063,442.27,415.52,404.41,6.079,135.74,43.32,0.322157,30635042999.023,27.796,471.72,124.78,263.187,0.0,True
AA6063,452.74,433.16,414.61,6.254,104.99,35.39,0.405011,27244957599.018,27.386,481.56,112.88,220.929,0.0,True
AA6063,452.7,389.17,423.65,3.832,122.92,42.22,0.219274,19684078225.861,26.265,466.05,115.47,159.204,0.0,True
AA6061,423.67,408.56,406.44,3.769,89.69,39.53,0.2908,83527100672.488,28.947,454.76,124.09,146.797,0.0,True
AA6061,424.88,449.4,389.14,3.341,137.1,33.89,0.16171,32358506587.053,25.665,458.63,106.34,111.672,0.0,True
AA7075,442.08,444.38,439.87,6.548,88.34,15.62,0.387648,94188157500.506,27.757,463.01,89.78,101.904,0.0,True
AA6063,454.46,455.54,440.02,7.574,116.93,20.36,0.369686,20507434720.41,26.405,476.12,93.72,152.898,0.0,True
AA6061,476.39,450.86,426.17,1.868,88.5,38.85,0.147586,6422307417.45,20.476,493.43,85.32,72.592,0.0,True
AA6061,448.68,420.77,394.12,6.613,93.0,13.4,0.353657,43249655827.325,26.653,458.82,82.33,88.916,0.0,True
AA7075,492.32,410.58,402.43,6.081,138.55,44.5,0.31773,21397353471.453,22.518,503.45,98.02,270.24,0.0,True
AA6063,460.73,428.52,400.5,4.386,110.04,13.0,0.195161,10271698308.87,24.087,473.48,71.52,56.98,0.0,True
AA7075,483.13,411.34,415.0,3.696,130.34,31.9,0.18673,15746008242.976,21.496,493.43,85.08,117.4,0.0,True
AA6061,446.84,389.33,410.21,1.626,133.66,48.65,0.094166,14411991651.726,22.998,461.76,100.05,82.535,0.0,True
AA7075,439.98,393.76,387.47,3.912,87.93,16.88,0.241462,80401698690.226,27.177,454.04,87.76,66.391,0.0,True
AA6061,461.41,387.43,381.41,7.781,106.39,34.13,0.490865,46520040646.437,26.903,479.75,109.49,264.353,0.0,True
AA6063,451.52,449.75,432.08,7.31,123.65,15.25,0.307007,18769091183.208,26.103,470.11,85.01,111.256,0.0,True
AA6063,449.47,395.12,435.27,7.633,149.69,28.01,0.323562,28311412522.606,27.52,469.57,107.86,213.149,0.0,True
AA7075,454.9,425.31,382.82,1.222,111.21,42.67,0.079996,14998879778.72,21.336,468.16,95.67,52.95,0.01,True
AA6061,453.43,428.66,396.47,5.36,144.66,49.9,0.278366,25931477200.818,24.922,480.59,113.21,269.078,0.0,True
AA7075,449.5,443.05,414.17,7.158,92.65,47.91,0.565262,107701698538.269,28.252,477.57,130.81,339.507,0.0,True
AA7075,443.56,455.0,399.54,2.995,105.85,36.55,0.196389,43786678707.009,24.993,468.66,104.51,110.552,0.0,True
AA7075,440.66,452.76,390.38,6.639,115.56,40.01,0.401313,97253159444.852,27.875,472.25,116.91,263.358,0.0,True
AA6063,488.38,416.52,415.81,3.768,147.67,37.89,0.174039,4495528528.6,21.457,499.86,91.6,140.27,0.0,True
AA7075,433.12,385.97,444.66,3.2,108.12,30.11,0.191241,88106884314.08,27.512,454.78,109.71,95.74,0.0,True
AA7075,457.72,398.51,395.11,3.312,145.79,23.72,0.138086,26760021595.238,23.279,467.79,85.51,78.97,0.0,True
AA7075,471.55,441.14,384.53,1.311,81.36,17.55,0.089411,9324654647.087,19.805,477.01,66.74,23.333,2.78,True
AA6063,465.41,444.86,459.91,2.762,115.68,46.35,0.17457,7622859772.836,23.119,488.3,101.01,127.759,0.0,True
AA7075,443.1,399.47,411.54,7.935,83.85,33.14,0.637247,193327855925.98,30.443,465.75,123.78,264.853,0.0,True
AA7075,477.21,411.87,402.65,3.493,135.59,35.01,0.171797,17456961949.018,21.837,486.62,90.1,120.092,0.0,True
AA6061,474.26,438.32,462.15,3.011,117.68,31.33,0.168423,8162031373.964,21.208,491.07,83.13,94.393,0.0,True
AA6061,443.57,387.07,434.88,1.937,139.63,42.69,0.099267,16079582810.865,23.351,464.44,100.89,82.527,0.0,True
AA6063,438.44,420.3,401.94,1.074,125.38,30.44,0.055342,6114789524.151,22.417,458.33,87.9,32.38,0.03,True
AA6061,493.42,433.18,412.21,2.029,98.37,33.25,0.130606,3894677945.453,18.997,506.68,78.03,63.834,0.0,True
AA7075,497.2,414.95,404.32,4.629,128.14,20.94,0.212276,11873179116.316,20.575,494.94,73.14,98.05,0.0,True
AA6061,420.1,442.46,421.05,6.336,116.57,35.64,0.377941,93897893183.3,29.362,457.24,122.25,230.082,0.0,True
AA6063,478.72,396.54,446.76,1.156,139.07,28.41,0.05573,2085182335.145,19.166,485.63,78.31,34.45,0.26,True
AA6061,441.87,397.5,396.45,3.915,129.28,18.7,0.167767,25834684864.33,24.909,457.45,84.78,72.511,0.0,True
AA7075,440.87,413.92,386.62,6.262,80.88,35.78,0.525944,154678820843.394,29.601,467.35,123.46,222.771,0.0,True
AA6061,445.41,446.53,403.94,4.202,130.89,37.72,0.218453,25377317266.163,24.85,471.69,102.75,155.555,0.0,True
AA6063,461.41,437.33,394.34,4.819,130.01,27.79,0.23579,11871238097.726,24.563,482.62,94.25,134.151,0.0,True
AA6061,440.88,416.79,391.25,7.528,140.74,38.3,0.370748,55959324172.422,27.542,469.27,116.08,287.065,0.0,True
AA6063,458.07,441.17,400.77,6.566,97.63,42.95,0.488966,25259780833.603,27.123,489.1,117.78,285.506,0.0,True
AA6061,490.6,423.36,416.97,1.716,125.47,44.72,0.101061,3524919153.704,18.71,500.78,82.82,78.125,0.0,True
AA6061,497.32,415.07,422.02,4.996,145.26,44.33,0.249511,7323934925.005,20.876,511.18,94.1,221.872,0.0,True
AA6061,476.22,439.1,446.03,7.839,148.29,12.61,0.255302,12305733251.245,22.493,484.52,68.22,98.632,0.0,True
AA7075,438.49,387.57,385.81,5.141,137.75,44.33,0.270677,106601049670.13,28.214,460.86,124.56,228.266,0.0,True
AA7075,457.47,408.05,434.28,5.641,130.07,20.73,0.25084,45311260314.375,25.114,472.0,89.56,116.802,0.0,True
AA7075,496.75,458.86,419.34,7.112,131.58,30.04,0.349942,15660414048.639,21.478,513.23,84.55,212.859,0.0,True
AA6061,426.21,452.13,444.76,6.325,83.41,43.75,0.546782,99995109817.327,29.586,468.85,132.81,276.505,0.0,True
AA6063,436.01,384.85,425.87,6.816,81.22,11.96,0.401591,59541145762.458,30.161,446.14,88.93,82.315,0.0,True
AA6061,454.14,401.81,445.98,6.064,128.09,45.72,0.342523,36195002317.49,26.045,479.28,118.3,274.775,0.0,True
AA7075,470.97,395.71,389.09,6.712,120.51,34.73,0.376124,50861049747.291,25.525,484.54,103.78,232.352,0.0,True
AA6063,455.11,381.36,456.29,2.438,135.22,40.98,0.129504,10599957203.851,24.19,472.28,103.78,101.204,0.0,True
AA7075,436.46,391.35,433.72,5.088,132.84,22.38,0.230393,83824912305.882,27.329,451.12,100.07,115.379,0.0,True
AA7075,440.96,448.8,394.75,7.66,94.39,34.55,0.546935,134941825303.786,29.09,465.38,123.15,263.634,0.0,True
AA7075,443.16,387.98,392.86,1.67,109.61,41.82,0.112715,35219608843.204,24.229,464.01,106.28,72.464,0.0,True
AA7075,419.56,387.34,395.72,4.0,115.74,15.62,0.182206,119583280141.219,28.64,436.33,91.81,62.759,0.01,True
AA7075,482.16,386.63,443.53,7.333,106.8,35.23,0.469517,43965140753.125,25.007,492.89,103.93,259.66,0.0,True
AA6063,468.59,416.84,450.7,2.952,80.26,16.5,0.193468,8456122791.814,23.453,479.3,74.32,47.857,0.01,True
AA6063,486.63,398.23,433.03,3.775,121.72,14.3,0.160122,4931839207.148,21.743,490.39,67.9,54.853,0.01,True
AA6061,498.43,408.16,384.53,6.128,116.52,18.53,0.293815,8630828665.833,21.38,498.67,70.42,113.771,0.0,True
AA6063,477.98,453.36,390.34,1.419,81.3,15.74,0.089393,2726898944.346,19.949,486.58,61.59,21.735,4.09,True
AA6061,477.23,436.38,393.91,3.536,124.61,12.83,0.137991,6458992123.445,20.494,483.33,63.34,45.263,0.01,True
AA7075,451.6,450.24,445.16,5.993,97.42,46.41,0.45176,80232643590.14,27.169,479.21,119.16,278.669,0.0,True
AA7075,478.62,406.64,419.92,2.158,147.18,44.06,0.105004,10417575313.025,20.156,484.43,92.53,94.189,0.0,True
AA6061,420.95,415.08,436.78,4.062,131.26,19.32,0.176609,51149826969.601,27.231,446.36,95.11,79.193,0.0,True
AA6061,467.88,441.02,381.27,4.78,83.7,38.05,0.397584,23867026293.273,24.646,491.93,104.19,182.189,0.0,True
AA6061,456.37,437.32,427.27,4.44,93.46,28.56,0.304568,25909799579.741,24.919,482.68,98.53,126.983,0.0,True
